,IDENTITY,0
0,0.0,0.0
1,0.33,0.0
2,2.666666667,3.1972606
3,1.0,2.6406753
4,1.333333333,0.0
5,0.0,0.0
6,0.0,0.0
7,1.333333333,0.0
8,2.666666667,2.4394379
9,0.0,0.0
10,1.333333333,0.0
11,1.666666667,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,3.0,0.0
18,0.33,1.2369986
19,0.0,0.0
20,0.333333333,0.0
21,0.67,0.0
22,3.0,5.0603294
23,0.333333333,0.0
24,0.333333333,0.0
25,1.333333333,0.0
26,2.333333333,2.8840334
27,0.0,0.0
28,2.666666667,6.0310245
29,0.333333333,0.0
30,0.0,0.0
31,2.0,2.1697018
32,3.0,1.3691623
33,1.0,0.2763078
34,0.0,0.0
35,1.0,0.34786007
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.333333333,0.0
40,2.666666667,1.2282546
41,1.0,0.0
42,0.666666667,0.0
43,2.33,3.0518076
44,0.333333333,0.6934941
45,0.0,7.4864874
46,0.67,0.0
47,1.333333333,0.0
48,0.0,0.0
49,0.333333333,0.0
50,2.333333333,0.5766518
